Header:
v=0.300000
T=0.366336
zeta=1.000000
Body:
x_b,dx_b,y_b,dy_b,theta_b,dtheta_b,x_f,dx_f,y_f,dy_f,theta_f,dtheta_f,u_x,u_y,u_theta,t
-0.039724,0.240275,0.191849,-0.822627,0.869557,0.133340,0.041885,0.357308,-0.016272,-0.334284,0.106696,4.434857,-9.046232,32.240373,-0.108353,0.062277
-0.038708,0.222650,0.188935,-0.764731,0.871372,-0.149650,0.042471,0.396297,-0.017186,-0.335304,0.123412,1.835395,-3.322886,31.819634,-0.055718,0.065940
-0.037688,0.221726,0.186228,-0.708063,0.872906,-0.248319,0.042880,0.356878,-0.017980,-0.305810,0.132861,-0.225305,2.400461,31.398896,-0.003082,0.069604
-0.036665,0.237505,0.183726,-0.652623,0.874157,-0.162666,0.043112,0.239051,-0.018652,-0.245800,0.135041,-1.747246,8.123808,30.978158,0.049553,0.073267
-0.035637,0.269983,0.181431,-0.598422,0.875127,0.107364,0.043167,0.042521,-0.019202,-0.154370,0.129960,-2.708544,13.847154,30.557420,0.102188,0.076930
-0.034593,0.308126,0.179351,-0.543626,0.874376,0.276979,0.043021,-0.176229,-0.019683,-0.060906,0.122561,-3.037410,12.498675,31.299563,0.002824,0.080594
-0.033514,0.338142,0.177496,-0.485972,0.870106,-0.009546,0.042646,-0.347274,-0.020157,-0.000133,0.119035,-2.595981,8.060837,32.549717,-0.162942,0.084257
-0.032395,0.355208,0.175872,-0.424669,0.861689,-0.876560,0.042033,-0.446263,-0.020647,0.016105,0.121548,-1.328854,3.622999,33.799871,-0.328708,0.087921
-0.031236,0.359322,0.174477,-0.359717,0.849126,-2.324065,0.041180,-0.473196,-0.021153,-0.012191,0.130101,0.763970,-0.814839,35.050025,-0.494474,0.091584
-0.030037,0.350486,0.173313,-0.291118,0.832416,-4.352061,0.040088,-0.428074,-0.021676,-0.085021,0.144694,3.682491,-5.252677,36.300179,-0.660240,0.095247
-0.028825,0.330959,0.172382,-0.219817,0.812112,-6.674259,0.038860,-0.328928,-0.022203,-0.183522,0.162998,6.870658,-8.239780,36.943642,-0.673141,0.098911
-0.027666,0.306064,0.171698,-0.148040,0.789510,-8.617636,0.037738,-0.218037,-0.022710,-0.263596,0.179555,8.999303,-8.756246,36.553895,-0.425710,0.102574
-0.026608,0.279671,0.171268,-0.077402,0.765550,-9.694474,0.036895,-0.125918,-0.023177,-0.293555,0.190419,9.081473,-9.272712,36.164149,-0.178279,0.106237
-0.025651,0.251771,0.171092,-0.007900,0.740233,-9.904841,0.036333,-0.052652,-0.023605,-0.273214,0.195583,7.134011,-9.789178,35.774402,0.069152,0.109901
-0.024794,0.222365,0.171171,0.060466,0.713558,-9.248808,0.036050,0.001768,-0.023994,-0.202664,0.195047,3.160291,-10.305643,35.384656,0.316582,0.113564
-0.024037,0.191669,0.171505,0.127859,0.685438,-7.776122,0.036041,0.037479,-0.024343,-0.084862,0.189002,-2.701816,-10.688730,35.088903,0.537704,0.117227
-0.023354,0.163950,0.172119,0.197261,0.654122,-6.488696,0.036149,0.055935,-0.024647,0.034157,0.181287,-8.166271,-8.170199,36.837929,0.186479,0.120891
-0.022717,0.143927,0.173040,0.272006,0.617671,-6.489035,0.036208,0.058912,-0.024902,0.101382,0.176122,-10.630962,-5.651668,38.586955,-0.164745,0.124554
-0.022123,0.131253,0.174253,0.351856,0.576318,-7.719317,0.036218,0.047106,-0.025109,0.119138,0.173392,-10.230581,-3.133138,40.335982,-0.515970,0.128217
-0.021573,0.125929,0.175760,0.436810,0.530061,-10.179542,0.036181,0.020517,-0.025268,0.087426,0.173097,-6.965130,-0.614607,42.085008,-0.867194,0.131881
-0.021067,0.127953,0.177560,0.526869,0.478886,-13.870321,0.036095,-0.020786,-0.025380,0.005819,0.175243,-0.825633,1.903924,43.834035,-1.218419,0.135544
-0.020549,0.137424,0.179600,0.612801,0.423633,-17.762538,0.035812,-0.080925,-0.025462,-0.088863,0.176870,5.670782,4.483958,39.669347,-1.020749,0.139208
-0.019950,0.154457,0.181820,0.683425,0.365283,-20.611069,0.035149,-0.164738,-0.025536,-0.152989,0.174407,9.495601,7.088155,33.181294,-0.607430,0.142871
-0.019250,0.179090,0.184197,0.735116,0.304153,-22.012211,0.034048,-0.273774,-0.025610,-0.172521,0.166695,9.668916,9.692353,26.693242,-0.194111,0.146534
-0.018447,0.211322,0.186733,0.767873,0.240242,-21.965965,0.032508,-0.408032,-0.025684,-0.147460,0.153736,6.190727,12.296550,20.205189,0.219208,0.150198
-0.017542,0.251155,0.189426,0.781702,0.173543,-20.471892,0.030530,-0.567507,-0.025757,-0.077866,0.135519,-0.941000,14.900748,13.717137,0.632526,0.153861
-0.016524,0.296580,0.192272,0.783920,0.107417,-17.793144,0.028136,-0.739358,-0.025827,0.017888,0.107883,-10.621363,16.219550,11.920145,0.905509,0.157524
-0.015366,0.343147,0.195256,0.790767,0.049321,-14.513668,0.025375,-0.895099,-0.025888,0.099049,0.061599,-20.398499,15.544088,17.401236,0.960763,0.161188
-0.014052,0.387743,0.198370,0.813609,0.004451,-11.040700,0.022281,-1.014793,-0.025935,0.136967,-0.009811,-28.562997,14.868626,22.882327,1.016016,0.164851
-0.012580,0.430368,0.201613,0.852446,-0.027192,-7.374240,0.018855,-1.098440,-0.025968,0.131643,-0.106348,-35.114855,14.193164,28.363418,1.071270,0.168514
-0.010952,0.471020,0.204986,0.907280,-0.045609,-3.514203,0.015096,-1.146038,-0.025988,0.083056,-0.228011,-40.052457,13.517702,33.844509,1.126524,0.172178
-0.009174,0.509113,0.208488,0.976976,-0.051151,0.490135,0.011044,-1.156004,-0.025994,-0.005860,-0.372876,-43.281238,12.469795,38.591750,1.155236,0.175841
-0.007338,0.536993,0.212117,1.046397,-0.048460,3.981827,0.007223,-1.107658,-0.025994,-0.094725,-0.515464,-43.684418,6.144426,32.940522,0.807856,0.179504
-0.005548,0.545141,0.215879,1.098189,-0.042299,6.173125,0.004252,-0.973176,-0.025996,-0.137641,-0.626382,-39.747844,-0.180943,27.289294,0.460476,0.183168
-0.003800,0.534815,0.219766,1.133476,-0.032889,7.147007,0.002076,-0.758056,-0.025997,-0.137542,-0.707652,-31.748435,-6.506311,21.638066,0.113095,0.186831
-0.002094,0.506031,0.223777,1.152272,-0.020233,6.904409,0.000694,-0.462358,-0.026000,-0.094459,-0.759296,-19.689313,-12.831680,15.986838,-0.234285,0.190494
-0.000430,0.458795,0.227913,1.154572,-0.004328,5.445240,0.000109,-0.097535,-0.026003,-0.021486,-0.781299,-4.206110,-19.157049,10.335610,-0.581665,0.194158
0.000978,0.369747,0.231419,0.935486,0.011039,4.164029,0.001029,0.379814,-0.023575,0.936602,-0.774281,4.179659,-0.789600,-0.087516,-0.001022,0.197821
0.002300,0.367479,0.234695,0.900017,0.025979,4.160508,0.002419,0.391153,-0.020292,0.902641,-0.759235,4.197263,-0.789600,-0.087516,-0.001022,0.201485
0.003617,0.365211,0.237882,0.864548,0.040911,4.156987,0.003837,0.402491,-0.017094,0.868680,-0.744145,4.214867,-0.789600,-0.087516,-0.001022,0.205148
0.004923,0.362944,0.240907,0.829079,0.055827,4.153466,0.005307,0.413830,-0.014051,0.834719,-0.728975,4.232470,-0.789600,-0.087516,-0.001022,0.208811
0.006222,0.360676,0.243827,0.793610,0.070732,4.149945,0.006811,0.425168,-0.011108,0.800758,-0.713753,4.250074,-0.789600,-0.087516,-0.001022,0.212475
0.007515,0.358408,0.246653,0.758141,0.085628,4.146425,0.008344,0.436507,-0.008255,0.766797,-0.698483,4.267678,-0.789600,-0.087516,-0.001022,0.216138
0.008794,0.356140,0.249254,0.722672,0.100501,4.142904,0.009950,0.447846,-0.005618,0.732836,-0.683103,4.285282,-0.789600,-0.087516,-0.001022,0.219801
0.010070,0.353873,0.251805,0.687203,0.115370,4.139383,0.011572,0.459184,-0.003029,0.698875,-0.667697,4.302886,-0.789600,-0.087516,-0.001022,0.223465
0.011339,0.351605,0.254249,0.651734,0.130228,4.135862,0.013227,0.470523,-0.000541,0.664914,-0.652239,4.320490,-0.789600,-0.087516,-0.001022,0.227128
0.012593,0.349337,0.256461,0.616265,0.145063,4.132342,0.014957,0.481861,0.001723,0.630953,-0.636664,4.338094,-0.789600,-0.087516,-0.001022,0.230791
0.013847,0.347070,0.258672,0.580796,0.159898,4.128821,0.016688,0.493200,0.003987,0.596992,-0.621090,4.355697,-0.789600,-0.087516,-0.001022,0.234455
0.015086,0.344802,0.260652,0.545327,0.174710,4.125300,0.018492,0.504539,0.006029,0.563031,-0.605401,4.373301,-0.789600,-0.087516,-0.001022,0.238118
0.016319,0.342534,0.262527,0.509858,0.189511,4.121779,0.020329,0.515877,0.007972,0.529070,-0.589660,4.390905,-0.789600,-0.087516,-0.001022,0.241781
0.017547,0.340266,0.264338,0.474389,0.204307,4.118259,0.022188,0.527216,0.009852,0.495109,-0.573887,4.408509,-0.789600,-0.087516,-0.001022,0.245445
0.018763,0.337999,0.265952,0.438920,0.219082,4.114738,0.024109,0.538554,0.011545,0.461148,-0.558017,4.426113,-0.789600,-0.087516,-0.001022,0.249108
0.019972,0.335731,0.267454,0.403451,0.233847,4.111217,0.026066,0.549893,0.013129,0.427187,-0.542090,4.443717,-0.789600,-0.087516,-0.001022,0.252772
0.021175,0.333463,0.268859,0.367982,0.248602,4.107696,0.028054,0.561231,0.014622,0.393227,-0.526116,4.461321,-0.789600,-0.087516,-0.001022,0.256435
0.022366,0.331196,0.270093,0.332513,0.263340,4.104175,0.030096,0.572570,0.015950,0.359266,-0.510057,4.478924,-0.789600,-0.087516,-0.001022,0.260098
0.023552,0.328928,0.271235,0.297044,0.278068,4.100655,0.032169,0.583909,0.017190,0.325305,-0.493952,4.496528,-0.789600,-0.087516,-0.001022,0.263762
0.024733,0.326660,0.272302,0.261575,0.292790,4.097134,0.034264,0.595247,0.018359,0.291344,-0.477810,4.514132,-0.789600,-0.087516,-0.001022,0.267425
0.025896,0.324392,0.273095,0.226106,0.307484,4.093613,0.036448,0.606586,0.019264,0.257383,-0.461531,4.531736,-0.789600,-0.087516,-0.001022,0.271088
0.027059,0.322125,0.273887,0.190637,0.322178,4.090092,0.038632,0.617924,0.020170,0.223422,-0.445253,4.549340,-0.789600,-0.087516,-0.001022,0.274752
0.028211,0.319857,0.274502,0.155168,0.336854,4.086572,0.040872,0.629263,0.020906,0.189461,-0.428887,4.566944,-0.789600,-0.087516,-0.001022,0.278415
0.029353,0.317589,0.274955,0.119699,0.351515,4.083051,0.043165,0.640601,0.021486,0.155500,-0.412440,4.584548,-0.789600,-0.087516,-0.001022,0.282078
0.030494,0.315322,0.275393,0.084230,0.366173,4.079530,0.045462,0.651940,0.022052,0.121539,-0.395986,4.602151,-0.789600,-0.087516,-0.001022,0.285742
0.031619,0.313054,0.275585,0.048761,0.380808,4.076009,0.047838,0.663279,0.022383,0.087578,-0.379409,4.619755,-0.789600,-0.087516,-0.001022,0.289405
0.032737,0.310786,0.275676,0.013292,0.395432,4.072489,0.050246,0.674617,0.022617,0.053617,-0.362783,4.637359,-0.789600,-0.087516,-0.001022,0.293068
0.033850,0.308518,0.275684,-0.022177,0.410048,4.068968,0.052680,0.685956,0.022771,0.019656,-0.346115,4.654963,-0.789600,-0.087516,-0.001022,0.296732
0.034953,0.306251,0.275529,-0.057646,0.424648,4.065447,0.055167,0.697294,0.022769,-0.014305,-0.329366,4.672567,-0.789600,-0.087516,-0.001022,0.300395
0.036048,0.303983,0.275257,-0.093115,0.439237,4.061926,0.057691,0.708633,0.022656,-0.048266,-0.312560,4.690171,-0.789600,-0.087516,-0.001022,0.304059
0.037138,0.301715,0.274898,-0.128584,0.453817,4.058405,0.060243,0.719971,0.022459,-0.082227,-0.295709,4.707775,-0.789600,-0.087516,-0.001022,0.307722
0.038214,0.299448,0.274324,-0.164053,0.468375,4.054885,0.062864,0.731310,0.022056,-0.116188,-0.278753,4.725378,-0.789600,-0.087516,-0.001022,0.311385
0.039286,0.297180,0.273686,-0.199522,0.482927,4.051364,0.065505,0.742649,0.021592,-0.150149,-0.261765,4.742982,-0.789600,-0.087516,-0.001022,0.315049
0.040352,0.294912,0.272960,-0.234991,0.497470,4.047843,0.068174,0.753987,0.021044,-0.184110,-0.244733,4.760586,-0.789600,-0.087516,-0.001022,0.318712
0.041402,0.292644,0.271979,-0.270460,0.511988,4.044322,0.070925,0.765326,0.020251,-0.218070,-0.227574,4.778190,-0.789600,-0.087516,-0.001022,0.322375
0.042452,0.290377,0.270998,-0.305929,0.526506,4.040802,0.073675,0.776664,0.019458,-0.252031,-0.210415,4.795794,-0.789600,-0.087516,-0.001022,0.326039
0.043488,0.288109,0.269805,-0.341398,0.541003,4.037281,0.076494,0.788003,0.018463,-0.285992,-0.193152,4.813398,-0.789600,-0.087516,-0.001022,0.329702
0.044517,0.285841,0.268494,-0.376867,0.555489,4.033760,0.079350,0.799341,0.017354,-0.319953,-0.175829,4.831002,-0.789600,-0.087516,-0.001022,0.333365
0.045542,0.283574,0.267128,-0.412336,0.569968,4.030239,0.082224,0.810680,0.016193,-0.353914,-0.158480,4.848605,-0.789600,-0.087516,-0.001022,0.337029
0.046555,0.281306,0.265559,-0.447805,0.584428,4.026718,0.085162,0.822019,0.014838,-0.387875,-0.141029,4.866209,-0.789600,-0.087516,-0.001022,0.340692
0.047559,0.279038,0.263869,-0.483274,0.598876,4.023198,0.088140,0.833357,0.013366,-0.421836,-0.123519,4.883813,-0.789600,-0.087516,-0.001022,0.344355
0.048558,0.276770,0.262092,-0.518743,0.613315,4.019677,0.091145,0.844696,0.011812,-0.455797,-0.105965,4.901417,-0.789600,-0.087516,-0.001022,0.348019
0.049547,0.274503,0.260148,-0.554212,0.627737,4.016156,0.094203,0.856034,0.010098,-0.489758,-0.088329,4.919021,-0.789600,-0.087516,-0.001022,0.351682
0.050529,0.272235,0.258103,-0.589681,0.642150,4.012635,0.097294,0.867373,0.008286,-0.523719,-0.070642,4.936625,-0.789600,-0.087516,-0.001022,0.355346
0.051507,0.269967,0.255997,-0.625151,0.656556,4.009115,0.100405,0.878712,0.006416,-0.557680,-0.052925,4.954229,-0.789600,-0.087516,-0.001022,0.359009
0.052466,0.267700,0.253598,-0.660620,0.670933,4.005594,0.103609,0.890050,0.004266,-0.591641,-0.035063,4.971832,-0.789600,-0.087516,-0.001022,0.362672
0.053425,0.265432,0.251198,-0.696089,0.685310,4.002073,0.106813,0.901389,0.002115,-0.625602,-0.017200,4.989436,-0.789600,-0.087516,-0.001022,0.366336
