Header:
v=0.700000
T=0.356790
zeta=1.000000
Body:
x_b,dx_b,y_b,dy_b,theta_b,dtheta_b,x_f,dx_f,y_f,dy_f,theta_f,dtheta_f,u_x,u_y,u_theta,t
-0.014569,0.636367,0.212286,-0.908785,0.641448,1.896958,0.045666,0.616027,-0.015214,-0.367604,0.223391,-24.999740,-1.089364,17.599326,0.027670,0.046383
-0.012298,0.633608,0.209113,-0.890910,0.645699,1.822526,0.047729,0.561732,-0.016364,-0.379426,0.160581,-20.982031,-0.845833,19.434359,-0.070267,0.049951
-0.010038,0.631688,0.205992,-0.867988,0.650795,1.466986,0.049609,0.502261,-0.017618,-0.366907,0.101643,-14.876747,-0.499284,21.134356,-0.135898,0.053519
-0.007776,0.631104,0.202964,-0.840671,0.655379,1.017273,0.051265,0.438458,-0.018793,-0.335972,0.052030,-8.837778,0.085695,22.521823,-0.126759,0.057086
-0.005507,0.632188,0.200057,-0.809395,0.658543,0.598848,0.052668,0.370373,-0.019766,-0.289527,0.015405,-4.256266,0.670674,23.909289,-0.117621,0.060654
-0.003231,0.634942,0.197271,-0.774160,0.660287,0.211710,0.053818,0.298006,-0.020539,-0.227571,-0.008234,-1.132212,1.255654,25.296756,-0.108483,0.064222
-0.000946,0.639365,0.194605,-0.734966,0.660611,-0.144147,0.054716,0.221356,-0.021110,-0.150105,-0.018886,0.534433,1.840633,26.684222,-0.099345,0.067790
0.001349,0.645213,0.192069,-0.692278,0.658862,-0.555563,0.055384,0.144836,-0.021505,-0.066240,-0.019206,1.014550,2.251005,27.739593,-0.141956,0.071358
0.003666,0.651854,0.189689,-0.647297,0.653359,-1.247083,0.055886,0.079854,-0.021794,0.000465,-0.016063,1.008539,2.401945,28.301528,-0.261456,0.074926
0.006008,0.658926,0.187478,-0.600713,0.643133,-2.347749,0.056255,0.032966,-0.022014,0.036472,-0.013401,0.918985,2.552884,28.863464,-0.380957,0.078494
0.008376,0.666428,0.185436,-0.552525,0.628184,-3.857561,0.056492,0.004171,-0.022166,0.041783,-0.011221,0.745888,2.703823,29.425399,-0.500458,0.082062
0.010771,0.674362,0.183563,-0.502734,0.608511,-5.776502,0.056597,-0.006644,-0.022249,0.016275,-0.009522,0.489677,2.854762,29.987335,-0.619958,0.085630
0.013192,0.682580,0.181868,-0.451136,0.585836,-7.706188,0.056602,-0.004571,-0.022301,-0.029111,-0.009335,0.073389,2.901747,30.695159,-0.502054,0.089198
0.015641,0.690783,0.180369,-0.397308,0.563713,-8.822487,0.056574,-0.000253,-0.022401,-0.071858,-0.012787,-0.661777,2.845956,31.547217,-0.149438,0.092765
0.018119,0.698827,0.179075,-0.341049,0.543844,-8.731500,0.056546,0.001050,-0.022585,-0.101391,-0.020897,-1.791060,2.790166,32.399275,0.203177,0.096333
0.020625,0.706711,0.177985,-0.282360,0.526228,-7.433227,0.056517,-0.000660,-0.022853,-0.117711,-0.033664,-3.314458,2.734375,33.251332,0.555793,0.099901
0.023159,0.714437,0.177100,-0.221239,0.510865,-4.927650,0.056487,-0.005895,-0.023205,-0.120889,-0.051090,-5.232387,2.678584,34.103390,0.908409,0.103469
0.025723,0.722215,0.176440,-0.156785,0.495974,-2.132775,0.056434,-0.014749,-0.023652,-0.119738,-0.066940,-6.598095,2.774599,35.600455,0.714003,0.107037
0.028318,0.730413,0.176040,-0.087443,0.478482,-0.631094,0.056319,-0.028360,-0.024208,-0.129592,-0.070472,-5.780291,2.970382,37.521426,0.160090,0.110605
0.030945,0.739169,0.175913,-0.012620,0.457220,-1.025903,0.056129,-0.047582,-0.024881,-0.156353,-0.057590,-2.157399,3.166165,39.442397,-0.393824,0.114173
0.033604,0.748484,0.176060,0.067684,0.432187,-3.317202,0.055863,-0.072413,-0.025670,-0.200022,-0.028293,4.270580,3.361947,41.363368,-0.947737,0.117741
0.036294,0.758357,0.176481,0.153468,0.403383,-7.504998,0.055520,-0.103293,-0.026576,-0.260513,0.017417,13.502441,3.557730,43.284340,-1.501651,0.121309
0.039012,0.767778,0.177197,0.243357,0.369229,-12.461226,0.055081,-0.138092,-0.027550,-0.320802,0.070827,22.607166,3.030113,44.221021,-1.383363,0.124877
0.041747,0.775250,0.178239,0.335317,0.327390,-16.519066,0.054513,-0.174740,-0.028522,-0.355523,0.119061,27.250904,2.198330,44.743840,-0.982436,0.128444
0.044499,0.780349,0.179615,0.428768,0.277202,-19.204212,0.053808,-0.212820,-0.029471,-0.357423,0.158454,26.199942,1.366546,45.266660,-0.581509,0.132012
0.047267,0.783076,0.181326,0.523710,0.218665,-20.516664,0.052966,-0.252331,-0.030398,-0.326503,0.189006,19.454281,0.534763,45.789480,-0.180582,0.135580
0.050051,0.783429,0.183371,0.620145,0.151779,-20.456429,0.051987,-0.293276,-0.031302,-0.262765,0.210717,7.013563,-0.297020,46.312300,0.220345,0.139148
0.052851,0.783348,0.185736,0.715189,0.085648,-19.064529,0.050953,-0.325208,-0.032123,-0.185126,0.208771,-8.325349,0.258579,44.774071,0.596820,0.142716
0.055669,0.785344,0.188401,0.805115,0.032043,-16.394020,0.049968,-0.334625,-0.032781,-0.118052,0.164011,-22.947358,1.151185,42.735197,0.967356,0.146284
0.058504,0.789886,0.191364,0.889225,-0.006825,-12.454872,0.049052,-0.318989,-0.033263,-0.066138,0.072839,-36.173322,2.043790,40.696323,1.337891,0.149852
0.061358,0.796975,0.194623,0.967517,-0.030956,-7.247084,0.048206,-0.278301,-0.033567,-0.029385,-0.064746,-48.003242,2.936396,38.657448,1.708427,0.153420
0.064228,0.806610,0.198179,1.039992,-0.040349,-0.770653,0.047429,-0.212560,-0.033695,-0.007785,-0.248743,-58.437307,3.829002,36.618574,2.078962,0.156988
0.067143,0.819590,0.201979,1.105796,-0.039954,5.282516,0.046757,-0.139866,-0.033723,0.003300,-0.439375,-64.162834,5.291778,33.969152,1.441303,0.160556
0.070133,0.836830,0.205963,1.163948,-0.035460,8.968008,0.046232,-0.081018,-0.033739,0.009223,-0.590927,-61.373277,6.814313,31.255741,0.697977,0.164124
0.073201,0.858414,0.210125,1.214357,-0.027384,10.108500,0.045859,-0.037915,-0.033751,0.010472,-0.699231,-49.721499,8.336847,28.542329,-0.045349,0.167691
0.076347,0.884343,0.214466,1.257025,-0.015727,8.703993,0.045635,-0.010554,-0.033760,0.007047,-0.764287,-29.207499,9.859382,25.828917,-0.788675,0.171259
0.079567,0.762185,0.218980,1.076094,-0.000494,3.981062,0.045579,0.762282,-0.033745,1.076096,-0.785892,3.981183,-0.988614,-0.020804,-0.001034,0.174827
0.082270,0.759367,0.222641,1.041069,0.013678,3.977522,0.048366,0.776377,-0.030082,1.041427,-0.771614,3.998879,-0.988614,-0.020804,-0.001034,0.178395
0.084972,0.756548,0.226300,1.006044,0.027850,3.973983,0.051155,0.790472,-0.026421,1.006758,-0.757334,4.016576,-0.988614,-0.020804,-0.001034,0.181963
0.087669,0.753729,0.229893,0.971019,0.042015,3.970444,0.053969,0.804566,-0.022825,0.972089,-0.743022,4.034272,-0.988614,-0.020804,-0.001034,0.185531
0.090344,0.750910,0.233204,0.935994,0.056151,3.966904,0.056897,0.818661,-0.019509,0.937420,-0.728567,4.051969,-0.988614,-0.020804,-0.001034,0.189099
0.093017,0.748091,0.236505,0.900969,0.070287,3.963365,0.059829,0.832756,-0.016203,0.902751,-0.714106,4.069665,-0.988614,-0.020804,-0.001034,0.192667
0.095681,0.745272,0.239688,0.865944,0.084411,3.959826,0.062809,0.846851,-0.013014,0.868082,-0.699586,4.087362,-0.988614,-0.020804,-0.001034,0.196235
0.098328,0.742453,0.242648,0.830919,0.098512,3.956286,0.065878,0.860946,-0.010044,0.833413,-0.684954,4.105058,-0.988614,-0.020804,-0.001034,0.199803
0.100972,0.739634,0.245586,0.795894,0.112611,3.952747,0.068957,0.875041,-0.007098,0.798743,-0.670310,4.122755,-0.988614,-0.020804,-0.001034,0.203370
0.103603,0.736815,0.248363,0.760869,0.126694,3.949208,0.072099,0.889136,-0.004309,0.764074,-0.655586,4.140451,-0.988614,-0.020804,-0.001034,0.206938
0.106221,0.733996,0.250974,0.725844,0.140759,3.945669,0.075309,0.903230,-0.001686,0.729405,-0.640777,4.158148,-0.988614,-0.020804,-0.001034,0.210506
0.108836,0.731177,0.253542,0.690819,0.154821,3.942129,0.078536,0.917325,0.000895,0.694736,-0.625946,4.175844,-0.988614,-0.020804,-0.001034,0.214074
0.111435,0.728358,0.255920,0.655794,0.168863,3.938590,0.081840,0.931420,0.003288,0.660067,-0.611020,4.193541,-0.988614,-0.020804,-0.001034,0.217642
0.114025,0.725539,0.258180,0.620769,0.182894,3.935051,0.085191,0.945515,0.005564,0.625398,-0.596034,4.211237,-0.988614,-0.020804,-0.001034,0.221210
0.116610,0.722720,0.260373,0.585744,0.196918,3.931511,0.088569,0.959610,0.007774,0.590729,-0.581014,4.228934,-0.988614,-0.020804,-0.001034,0.224778
0.119177,0.719901,0.262358,0.550719,0.210920,3.927972,0.092030,0.973705,0.009777,0.556060,-0.565889,4.246630,-0.988614,-0.020804,-0.001034,0.228346
0.121739,0.717082,0.264268,0.515694,0.224915,3.924433,0.095522,0.987799,0.011706,0.521391,-0.550726,4.264327,-0.988614,-0.020804,-0.001034,0.231914
0.124293,0.714263,0.266080,0.480669,0.238901,3.920893,0.099053,1.001894,0.013540,0.486722,-0.535513,4.282023,-0.988614,-0.020804,-0.001034,0.235482
0.126829,0.711444,0.267677,0.445644,0.252864,3.917354,0.102671,1.015989,0.015159,0.452053,-0.520192,4.299720,-0.988614,-0.020804,-0.001034,0.239049
0.129363,0.708625,0.269236,0.410619,0.266824,3.913815,0.106304,1.030084,0.016742,0.417384,-0.504852,4.317416,-0.988614,-0.020804,-0.001034,0.242617
0.131886,0.705806,0.270663,0.375594,0.280770,3.910276,0.109991,1.044179,0.018193,0.382715,-0.489445,4.335113,-0.988614,-0.020804,-0.001034,0.246185
0.134391,0.702987,0.271877,0.340569,0.294695,3.906736,0.113763,1.058274,0.019433,0.348046,-0.473930,4.352809,-0.988614,-0.020804,-0.001034,0.249753
0.136895,0.700168,0.273069,0.305544,0.308617,3.903197,0.117544,1.072368,0.020652,0.313376,-0.458404,4.370506,-0.988614,-0.020804,-0.001034,0.253321
0.139386,0.697349,0.274099,0.270519,0.322523,3.899658,0.121389,1.086463,0.021711,0.278707,-0.442797,4.388202,-0.988614,-0.020804,-0.001034,0.256889
0.141863,0.694530,0.274958,0.235494,0.336412,3.896118,0.125304,1.100558,0.022600,0.244038,-0.427103,4.405899,-0.988614,-0.020804,-0.001034,0.260457
0.144337,0.691711,0.275774,0.200469,0.350297,3.892579,0.129236,1.114653,0.023447,0.209369,-0.411387,4.423595,-0.988614,-0.020804,-0.001034,0.264025
0.146796,0.688892,0.276412,0.165444,0.364163,3.889040,0.133240,1.128748,0.024117,0.174700,-0.395582,4.441292,-0.988614,-0.020804,-0.001034,0.267593
0.149245,0.686073,0.276921,0.130419,0.378017,3.885500,0.137296,1.142843,0.024660,0.140031,-0.379711,4.458988,-0.988614,-0.020804,-0.001034,0.271161
0.151688,0.683254,0.277355,0.095394,0.391863,3.881961,0.141382,1.156937,0.025128,0.105362,-0.363802,4.476685,-0.988614,-0.020804,-0.001034,0.274728
0.154116,0.680435,0.277606,0.060369,0.405690,3.878422,0.145541,1.171032,0.025416,0.070693,-0.347801,4.494381,-0.988614,-0.020804,-0.001034,0.278296
0.156537,0.677616,0.277765,0.025344,0.419508,3.874883,0.149738,1.185127,0.025612,0.036024,-0.331753,4.512078,-0.988614,-0.020804,-0.001034,0.281864
0.158948,0.674798,0.277811,-0.009681,0.433315,3.871343,0.153980,1.199222,0.025697,0.001355,-0.315648,4.529774,-0.988614,-0.020804,-0.001034,0.285432
0.161346,0.671979,0.277681,-0.044706,0.447104,3.867804,0.158292,1.213317,0.025607,-0.033314,-0.299455,4.547471,-0.988614,-0.020804,-0.001034,0.289000
0.163738,0.669160,0.277489,-0.079731,0.460887,3.864265,0.162630,1.227412,0.025457,-0.067983,-0.283230,4.565167,-0.988614,-0.020804,-0.001034,0.292568
0.166118,0.666341,0.277142,-0.114756,0.474654,3.860725,0.167030,1.241506,0.025152,-0.102652,-0.266927,4.582864,-0.988614,-0.020804,-0.001034,0.296136
0.168486,0.663522,0.276637,-0.149781,0.488405,3.857186,0.171494,1.255601,0.024691,-0.137322,-0.250544,4.600560,-0.988614,-0.020804,-0.001034,0.299704
0.170850,0.660703,0.276095,-0.184806,0.502152,3.853647,0.175972,1.269696,0.024194,-0.171991,-0.234142,4.618257,-0.988614,-0.020804,-0.001034,0.303272
0.173198,0.657884,0.275350,-0.219831,0.515879,3.850107,0.180533,1.283791,0.023495,-0.206660,-0.217637,4.635953,-0.988614,-0.020804,-0.001034,0.306840
0.175536,0.655065,0.274475,-0.254856,0.529592,3.846568,0.185146,1.297886,0.022668,-0.241329,-0.201067,4.653650,-0.988614,-0.020804,-0.001034,0.310407
0.177872,0.652246,0.273583,-0.289881,0.543304,3.843029,0.189765,1.311981,0.021823,-0.275998,-0.184488,4.671346,-0.988614,-0.020804,-0.001034,0.313975
0.180187,0.649427,0.272433,-0.324906,0.556990,3.839490,0.194488,1.326075,0.020724,-0.310667,-0.167779,4.689043,-0.988614,-0.020804,-0.001034,0.317543
0.182495,0.646608,0.271193,-0.359931,0.570667,3.835950,0.199248,1.340170,0.019536,-0.345336,-0.151025,4.706739,-0.988614,-0.020804,-0.001034,0.321111
0.184801,0.643789,0.269924,-0.394956,0.584341,3.832411,0.204019,1.354265,0.018319,-0.380005,-0.134256,4.724436,-0.988614,-0.020804,-0.001034,0.324679
0.187085,0.640970,0.268386,-0.429981,0.597988,3.828872,0.208898,1.368360,0.016835,-0.414674,-0.117350,4.742132,-0.988614,-0.020804,-0.001034,0.328247
0.189365,0.638151,0.266793,-0.465006,0.611629,3.825332,0.213800,1.382455,0.015298,-0.449343,-0.100418,4.759829,-0.988614,-0.020804,-0.001034,0.331815
0.191639,0.635332,0.265129,-0.500031,0.625263,3.821793,0.218730,1.396550,0.013690,-0.484012,-0.083449,4.777525,-0.988614,-0.020804,-0.001034,0.335383
0.193893,0.632513,0.263217,-0.535056,0.638871,3.818254,0.223760,1.410644,0.011836,-0.518681,-0.066355,4.795222,-0.988614,-0.020804,-0.001034,0.338951
0.196145,0.629694,0.261274,-0.570081,0.652477,3.814714,0.228802,1.424739,0.009952,-0.553350,-0.049245,4.812918,-0.988614,-0.020804,-0.001034,0.342519
0.198386,0.626875,0.259210,-0.605106,0.666071,3.811175,0.233893,1.438834,0.007948,-0.588020,-0.032074,4.830615,-0.988614,-0.020804,-0.001034,0.346087
0.200611,0.624056,0.256929,-0.640131,0.679642,3.807636,0.239072,1.452929,0.005729,-0.622689,-0.014794,4.848312,-0.988614,-0.020804,-0.001034,0.349654
0.202834,0.621237,0.254636,-0.675156,0.693213,3.804097,0.244255,1.467024,0.003498,-0.657358,0.002493,4.866008,-0.988614,-0.020804,-0.001034,0.353222
0.205049,0.618418,0.252237,-0.710181,0.706772,3.800557,0.249481,1.481119,0.001163,-0.692027,0.019833,4.883705,-0.988614,-0.020804,-0.001034,0.356790
