Header:
v=0.400000
T=0.384201
zeta=1.000000
Body:
x_b,dx_b,y_b,dy_b,theta_b,dtheta_b,x_f,dx_f,y_f,dy_f,theta_f,dtheta_f,u_x,u_y,u_theta,t
-0.016614,0.513529,0.187465,-0.392178,0.186229,14.903234,-0.018158,-0.092485,-0.027815,-0.163287,-0.026524,-112.197615,-1.322556,24.689839,1.148393,0.096050
-0.014661,0.508975,0.186047,-0.353498,0.203820,17.315246,-0.017814,0.068805,-0.027828,-0.130193,-0.179213,-107.088771,-1.631249,24.994805,0.189645,0.099892
-0.012724,0.503482,0.184773,-0.313891,0.240270,16.227794,-0.016940,0.259986,-0.027835,-0.053859,-0.370949,-80.858067,-1.939942,25.299772,-0.769102,0.103734
-0.010813,0.496461,0.183636,-0.274496,0.287162,12.599210,-0.015512,0.468266,-0.027845,0.043119,-0.568303,-40.933288,-2.596776,24.931758,-1.256329,0.107576
-0.008947,0.486867,0.182624,-0.237329,0.329603,8.124545,-0.013489,0.671038,-0.027874,0.120833,-0.712144,-0.450432,-3.679082,23.741278,-1.167301,0.111418
-0.007141,0.473982,0.181729,-0.203782,0.357303,3.974826,-0.010842,0.852706,-0.027935,0.151837,-0.761608,31.519543,-4.761387,22.550798,-1.078273,0.115260
-0.005394,0.457805,0.180949,-0.173857,0.370264,0.150056,-0.007572,1.013270,-0.028027,0.136133,-0.716696,54.976636,-5.843693,21.360318,-0.989246,0.119102
-0.003707,0.438336,0.180285,-0.147552,0.368484,-3.349773,-0.003679,1.152733,-0.028150,0.073717,-0.577407,69.920888,-6.925999,20.169838,-0.900218,0.122944
-0.002084,0.415354,0.179745,-0.125101,0.350976,-6.503087,0.000879,1.269764,-0.028307,-0.038567,-0.337429,75.784608,-8.008304,18.979358,-0.811190,0.126786
-0.000526,0.392057,0.179336,-0.101748,0.329372,-8.585840,0.005680,1.347944,-0.028533,-0.154281,-0.080059,73.957919,-7.241932,20.564976,-0.362823,0.130628
0.000967,0.371251,0.179061,-0.073333,0.313953,-8.994975,0.010346,1.374211,-0.028858,-0.232808,0.121372,65.874583,-6.357610,22.327716,0.108471,0.134470
0.002393,0.353135,0.178920,-0.039558,0.305441,-7.683908,0.014851,1.347504,-0.029284,-0.271254,0.261672,51.612607,-5.473288,24.090455,0.579764,0.138312
0.003754,0.337708,0.178914,-0.000420,0.303836,-4.652637,0.019195,1.267824,-0.029812,-0.269618,0.340842,31.171991,-4.588966,25.853195,1.051058,0.142154
0.005048,0.324972,0.179042,0.044079,0.309139,0.098836,0.023379,1.135171,-0.030441,-0.227901,0.358880,4.552734,-3.704644,27.615935,1.522352,0.145996
0.006292,0.315044,0.179338,0.094535,0.316785,5.315747,0.027269,0.962313,-0.031116,-0.160039,0.332559,-23.702277,-2.749476,29.730457,1.376193,0.149838
0.007513,0.308149,0.179863,0.152049,0.318329,8.675323,0.030617,0.772876,-0.031734,-0.091859,0.292924,-45.182924,-1.700407,32.311240,0.411646,0.153680
0.008729,0.304445,0.180663,0.217416,0.307726,8.514240,0.033248,0.583771,-0.032222,-0.041879,0.262207,-53.866375,-0.651338,34.892023,-0.552901,0.157523
0.009942,0.303931,0.181738,0.290632,0.284974,4.832600,0.035160,0.395004,-0.032579,-0.010077,0.240407,-49.753338,0.397731,37.472806,-1.517448,0.161365
0.011152,0.306609,0.183086,0.371698,0.250073,-2.369598,0.036355,0.206572,-0.032806,0.003547,0.227524,-32.843848,1.446800,40.053589,-2.481995,0.165207
0.012358,0.312760,0.184733,0.461313,0.201940,-13.405879,0.036768,0.018445,-0.032890,-0.002569,0.224348,-1.999860,2.495869,42.634372,-3.446542,0.169049
0.013599,0.322650,0.186681,0.552738,0.150970,-23.534381,0.036646,-0.150657,-0.032906,-0.014952,0.208640,26.798136,3.821474,41.535353,-2.189586,0.172891
0.014910,0.336605,0.188938,0.640389,0.105772,-28.762684,0.036180,-0.284684,-0.032915,-0.022369,0.161429,40.120468,5.171116,40.116492,-0.739541,0.176733
0.016296,0.354664,0.191507,0.723725,0.067182,-28.698381,0.035389,-0.382024,-0.032922,-0.023734,0.080829,36.649516,6.520757,38.697631,0.710505,0.180575
0.017754,0.376829,0.194388,0.802745,0.035199,-23.341470,0.034272,-0.442677,-0.032926,-0.019048,-0.033158,16.385279,7.870399,37.278770,2.160550,0.184417
0.019287,0.403098,0.197580,0.877450,0.009825,-12.691917,0.032828,-0.466636,-0.032928,-0.008294,-0.180534,-20.672761,9.220040,35.859908,3.610596,0.188259
0.020891,0.431434,0.201057,0.947304,-0.008921,0.835594,0.031208,-0.456632,-0.032929,0.005691,-0.346127,-65.422827,9.366525,34.124771,3.872485,0.192101
0.022564,0.457883,0.204768,1.011266,-0.020997,12.553460,0.029697,-0.417963,-0.032930,0.017405,-0.500481,-100.195864,7.781898,31.934573,2.424845,0.195943
0.024302,0.479512,0.208675,1.068566,-0.026372,18.987498,0.028512,-0.354544,-0.032931,0.022807,-0.621769,-111.897396,6.197271,29.744375,0.977204,0.199785
0.026107,0.496321,0.212777,1.119205,-0.025046,20.137709,0.027650,-0.266373,-0.032933,0.021896,-0.709990,-100.527423,4.612644,27.554177,-0.470436,0.203627
0.027978,0.508311,0.217074,1.163181,-0.017020,16.004093,0.027113,-0.153450,-0.032936,0.014672,-0.765146,-66.085945,3.028017,25.363979,-1.918076,0.207469
0.029922,0.514947,0.221589,1.199758,-0.001547,5.998514,0.026936,-0.013036,-0.032939,0.000424,-0.783558,-6.005106,1.443390,23.173781,-3.365716,0.211311
0.031564,0.427441,0.225276,0.969104,0.014125,4.162342,0.028438,0.441846,-0.029695,0.970730,-0.771181,4.180642,-0.883969,-0.099744,-0.000936,0.215153
0.033172,0.424774,0.228872,0.931802,0.029820,4.158953,0.030126,0.455183,-0.026091,0.935233,-0.755385,4.197586,-0.883969,-0.099744,-0.000936,0.218995
0.034768,0.422107,0.232311,0.894499,0.045500,4.155564,0.031870,0.468519,-0.022635,0.899736,-0.739519,4.214530,-0.883969,-0.099744,-0.000936,0.222837
0.036354,0.419439,0.235597,0.857196,0.061166,4.152175,0.033668,0.481856,-0.019325,0.864239,-0.723582,4.231474,-0.883969,-0.099744,-0.000936,0.226679
0.037932,0.416772,0.238777,0.819893,0.076822,4.148786,0.035505,0.495193,-0.016116,0.828742,-0.707597,4.248418,-0.883969,-0.099744,-0.000936,0.230521
0.039501,0.414105,0.241819,0.782591,0.092466,4.145398,0.037391,0.508530,-0.013038,0.793245,-0.691550,4.265362,-0.883969,-0.099744,-0.000936,0.234363
0.041055,0.411437,0.244668,0.745288,0.108093,4.142009,0.039346,0.521866,-0.010144,0.757748,-0.675415,4.282306,-0.883969,-0.099744,-0.000936,0.238205
0.042609,0.408770,0.247503,0.707985,0.123718,4.138620,0.041306,0.535203,-0.007263,0.722251,-0.659274,4.299250,-0.883969,-0.099744,-0.000936,0.242047
0.044139,0.406103,0.250011,0.670682,0.139313,4.135231,0.043382,0.548540,-0.004693,0.686755,-0.642984,4.316194,-0.883969,-0.099744,-0.000936,0.245889
0.045667,0.403435,0.252490,0.633380,0.154906,4.131842,0.045469,0.561877,-0.002151,0.651258,-0.626681,4.333138,-0.883969,-0.099744,-0.000936,0.249731
0.047184,0.400768,0.254802,0.596077,0.170484,4.128454,0.047616,0.575213,0.000232,0.615761,-0.610302,4.350082,-0.883969,-0.099744,-0.000936,0.253573
0.048689,0.398101,0.256960,0.558774,0.186048,4.125065,0.049818,0.588550,0.002468,0.580264,-0.593853,4.367026,-0.883969,-0.099744,-0.000936,0.257415
0.050187,0.395433,0.259024,0.521471,0.201603,4.121676,0.052054,0.601887,0.004615,0.544767,-0.577362,4.383969,-0.883969,-0.099744,-0.000936,0.261257
0.051674,0.392766,0.260926,0.484169,0.217143,4.118287,0.054347,0.615224,0.006609,0.509270,-0.560797,4.400913,-0.883969,-0.099744,-0.000936,0.265099
0.053149,0.390099,0.262657,0.446866,0.232668,4.114898,0.056702,0.628560,0.008438,0.473773,-0.544153,4.417857,-0.883969,-0.099744,-0.000936,0.268941
0.054619,0.387431,0.264330,0.409563,0.248188,4.111510,0.059077,0.641897,0.010213,0.438276,-0.527484,4.434801,-0.883969,-0.099744,-0.000936,0.272783
0.056071,0.384764,0.265747,0.372261,0.263684,4.108121,0.061544,0.655234,0.011745,0.402780,-0.510699,4.451745,-0.883969,-0.099744,-0.000936,0.276625
0.057519,0.382096,0.267104,0.334958,0.279175,4.104732,0.064032,0.668571,0.013220,0.367283,-0.493887,4.468689,-0.883969,-0.099744,-0.000936,0.280467
0.058956,0.379429,0.268298,0.297655,0.294651,4.101343,0.066579,0.681907,0.014539,0.331786,-0.477000,4.485633,-0.883969,-0.099744,-0.000936,0.284309
0.060379,0.376762,0.269318,0.260352,0.310111,4.097954,0.069187,0.695244,0.015693,0.296289,-0.460034,4.502577,-0.883969,-0.099744,-0.000936,0.288151
0.061799,0.374094,0.270275,0.223050,0.325566,4.094566,0.071819,0.708581,0.016787,0.260792,-0.443040,4.519521,-0.883969,-0.099744,-0.000936,0.291993
0.063203,0.371427,0.271029,0.185747,0.341002,4.091177,0.074522,0.721918,0.017687,0.225295,-0.425953,4.536465,-0.883969,-0.099744,-0.000936,0.295835
0.064598,0.368760,0.271640,0.148444,0.356425,4.087788,0.077277,0.735254,0.018452,0.189798,-0.408802,4.553409,-0.883969,-0.099744,-0.000936,0.299677
0.065986,0.366092,0.272161,0.111141,0.371840,4.084399,0.080065,0.748591,0.019130,0.154301,-0.391609,4.570353,-0.883969,-0.099744,-0.000936,0.303519
0.067359,0.363425,0.272475,0.073839,0.387236,4.081010,0.082926,0.761928,0.019613,0.118805,-0.374323,4.587297,-0.883969,-0.099744,-0.000936,0.307361
0.068726,0.360758,0.272702,0.036536,0.402624,4.077622,0.085818,0.775265,0.020011,0.083308,-0.356997,4.604241,-0.883969,-0.099744,-0.000936,0.311203
0.070084,0.358090,0.272798,-0.000767,0.418001,4.074233,0.088757,0.788601,0.020286,0.047811,-0.339611,4.621185,-0.883969,-0.099744,-0.000936,0.315045
0.071426,0.355423,0.272672,-0.038069,0.433357,4.070844,0.091776,0.801938,0.020349,0.012314,-0.322125,4.638129,-0.883969,-0.099744,-0.000936,0.318887
0.072767,0.352756,0.272531,-0.075372,0.448712,4.067455,0.094800,0.815275,0.020398,-0.023183,-0.304632,4.655073,-0.883969,-0.099744,-0.000936,0.322729
0.074089,0.350088,0.272128,-0.112675,0.464043,4.064067,0.097917,0.828612,0.020197,-0.058680,-0.287020,4.672017,-0.883969,-0.099744,-0.000936,0.326571
0.075403,0.347421,0.271620,-0.149978,0.479364,4.060678,0.101072,0.841949,0.019897,-0.094177,-0.269360,4.688961,-0.883969,-0.099744,-0.000936,0.330413
0.076710,0.344754,0.270997,-0.187280,0.494675,4.057289,0.104269,0.855285,0.019487,-0.129674,-0.251648,4.705905,-0.883969,-0.099744,-0.000936,0.334255
0.078004,0.342086,0.270199,-0.224583,0.509970,4.053900,0.107527,0.868622,0.018911,-0.165170,-0.233857,4.722849,-0.883969,-0.099744,-0.000936,0.338097
0.079290,0.339419,0.269294,-0.261886,0.525256,4.050511,0.110824,0.881959,0.018233,-0.200667,-0.216016,4.739793,-0.883969,-0.099744,-0.000936,0.341939
0.080568,0.336752,0.268276,-0.299189,0.540531,4.047123,0.114162,0.895296,0.017447,-0.236164,-0.198125,4.756737,-0.883969,-0.099744,-0.000936,0.345781
0.081829,0.334084,0.267022,-0.336491,0.555784,4.043734,0.117584,0.908632,0.016437,-0.271661,-0.180126,4.773681,-0.883969,-0.099744,-0.000936,0.349623
0.083090,0.331417,0.265768,-0.373794,0.571038,4.040345,0.121005,0.921969,0.015427,-0.307158,-0.162127,4.790625,-0.883969,-0.099744,-0.000936,0.353465
0.084330,0.328749,0.264215,-0.411097,0.586265,4.036956,0.124534,0.935306,0.014132,-0.342655,-0.143993,4.807569,-0.883969,-0.099744,-0.000936,0.357307
0.085565,0.326082,0.262595,-0.448399,0.601485,4.033567,0.128087,0.948643,0.012774,-0.378152,-0.125828,4.824513,-0.883969,-0.099744,-0.000936,0.361149
0.086790,0.323415,0.260837,-0.485702,0.616693,4.030179,0.131688,0.961979,0.011284,-0.413649,-0.107601,4.841457,-0.883969,-0.099744,-0.000936,0.364991
0.088004,0.320747,0.258919,-0.523005,0.631886,4.026790,0.135348,0.975316,0.009642,-0.449146,-0.089300,4.858401,-0.883969,-0.099744,-0.000936,0.368833
0.089210,0.318080,0.256890,-0.560308,0.647070,4.023401,0.139047,0.988653,0.007894,-0.484642,-0.070950,4.875345,-0.883969,-0.099744,-0.000936,0.372675
0.090407,0.315413,0.254740,-0.597610,0.662242,4.020012,0.142789,1.001990,0.006031,-0.520139,-0.052544,4.892289,-0.883969,-0.099744,-0.000936,0.376517
0.091588,0.312745,0.252367,-0.634913,0.677394,4.016623,0.146611,1.015326,0.003956,-0.555636,-0.034037,4.909233,-0.883969,-0.099744,-0.000936,0.380359
0.092769,0.310078,0.249994,-0.672216,0.692546,4.013235,0.150433,1.028663,0.001881,-0.591133,-0.015530,4.926177,-0.883969,-0.099744,-0.000936,0.384201
